Area,Location,Project_Name,BHK,Sale_price,Plot_no,Survey_no,GAT_No,No_Buildings,Brokerage_Lac,Covered_Parking,Open_Parking,cal_price,final_price
1100,Pashan,Jai Bhavani Nagar,3,1.1,"[nan, nan]",,,,0,0,1,11000000,11000000
444,Ranjangaon,Ranjangaon,1,0.16,"[nan, nan]",,,,0,1,0,1600000,1600000
1133,Mundhwa,Aureta,3,1.41,"[nan, nan]",,,,0,1,0,14100000,14100000
745,Tathawade,Sukhwani Sepia,2,0.68,"[nan, nan]",,,,0,1,0,6800000,6800000
1000,Kasarwadi,Sagar Plaza Society,2,0.75,"[nan, nan]",,,,0,0,1,7500000,7500000
585,Undri,Goel Ganga Sparsh,2,0.435,"[nan, nan]",,,,0,1,0,4350000,4350000
503,Ravet,Raj Aangan,1,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
572,Kondhwa,Kolte Patil Three Jewels Phase 2,2,0.55,43,,,7,0,0,0,5500000,5500000
904,Kondhwa,Kolte Patil Three Jewels Phase 2,3,0.88,43,,,7,0,0,0,8800000,8800000
512,Pimpri Chinchwad,Godrej Forest Grove At Godrej Park Greens,2,0.4587,,,,,0,0,0,4587000,4587000
633,Pimpri Chinchwad,Godrej Forest Grove At Godrej Park Greens,3,0.68,,,,,0,0,0,6800000,6800000
1100,Aundh,Oriental Gold Apartment,3,1,"[nan, nan]",,,,0,1,0,10000000,10000000
830,Handewadi,Tulsi Shakuntla Kanade Nagar,2,0.51,"[nan, nan]",,,,0,0,0,5100000,5100000
927,Handewadi,Majestique Rhythm County,3,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
1095,Kharadi,Majestique Towers Phase 3,3,0.9,"[nan, nan]",,,,0,0,0,9000000,9000000
1150,Hinjewadi,Kolte Patil Green Olive,3,1,"[nan, nan]",,,,0,0,1,10000000,10000000
515,Karegaon,Karegaon,1,0.185,"[nan, nan]",,,,0,0,0,1850000,1850000
250,Talegaon Dabhade,Immense Heights II,1,0.16,"[nan, nan]",,,,0,0,0,1600000,1600000
2032,Gahunje,Lodha Belmondo,4,2.1,"[nan, nan]",,,,0,0,1,21000000,21000000
670,Loni Kalbhor,Sarthak Shanti Niketan,2,0.42,"[nan, nan]",,,,0,0,0,4200000,4200000
752,BT Kawade Road,Parkland,2,0.7857,,"70A/1, 2",,4,0,0,0,7857000,7857000
990,BT Kawade Road,Parkland,3,1.03,,"70A/1, 2",,4,0,0,0,10300000,10300000
687,Pimpri Chinchwad,19 Grand West,2,0.6454,,23,,4,0,0,0,6454000,6454000
978,Pimpri Chinchwad,19 Grand West,3,0.921,,23,,4,0,0,0,9210000,9210000
640,Bopodi,Kimaya Recidency,1,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
850,Aundh,Twin Towers Condominium,2,1.2,,,,,0,1,0,12000000,12000000
850,Aundh,Twin Towers Condominium,2,1.2,,,,,0,1,0,12000000,12000000
1020,Bavdhan,Puraniks Abitante Phase 1A,3,1,"[nan, nan]",,,,0,1,0,10000000,10000000
1050,Hinjewadi,Godrej 24,3,1.35,"[nan, nan]",,,,0,1,0,13500000,13500000
964,Gahunje,Lodha Belmondo,2,1.03,"[nan, nan]",,,,0,0,1,10300000,10300000
834,Ambegaon Budruk,Amit Astonia Royale,2,0.692,,,,17,0,0,0,6920000,6920000
1130,Ambegaon Budruk,Amit Astonia Royale,3,0.911,,,,17,0,0,0,9110000,9110000
767,Punawale,Punavale,2,0.469,"[nan, nan]",,,,0,1,0,4690000,4690000
595,Dhayri,Venkatesh Venkatesh Serenity,2,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
704,Bhugaon,Mont vert Kingstown ,2,0.55,"[nan, nan]",,,,0,0,1,5500000,5500000
780,Sus,Windows cooperative housing society ,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
701,Bhugaon,Mont Vert Belcreek,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
470,Moshi,Nisarg Raghvendra,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
457,Mamurdi,Saint Tukaram Nagar,1,0.28,"[nan, nan]",,,,0,0,0,2800000,2800000
618,Ghorpadi,Kshrugal Icon,2,0.7394,"[nan, nan]",,,,0,1,0,7394000,7394000
925,Hinjewadi,Sheth Beverly Hills,2,0.72,"[nan, nan]",,,,0,1,0,7200000,7200000
1025,Shaniwar Peth,Shaniwar Peth,2,1.15,"[nan, nan]",,,,0,0,1,11500000,11500000
825,Kondhwa,K Raheja Raheja Reserve,3,0.86,,,,2,0,0,0,8600000,8600000
1522,Kondhwa,K Raheja Raheja Reserve,3.5,1.75,,,,2,0,0,0,17500000,17500000
1692,Pune,Stratford Verde Residence Collection,2,3.41, 3P ,102,,3,0,0,0,34100000,34100000
6215,Pune,Stratford Verde Residence Collection,5,12.52, 3P ,102,,3,0,0,0,125200000,125200000
1500,Vishrantwadi,Madhuban Classic,3,1.02,"[nan, nan]",,,,0,0,1,10200000,10200000
1014,Bhukum,Bhukum,2,0.54,"[nan, nan]",,,,0,1,0,5400000,5400000
434,Kondhawe-Dhawade,Kondhawe-Dhawade,1,0.28,"[nan, nan]",,,,0,1,0,2800000,2800000
400,Koregaon Mul,Dreams Nivara,2,0.1,"[nan, nan]",,,,0,0,0,1000000,1000000
1340,Sus,Windows Windows CHS,3,0.9,"[nan, nan]",,,,0,1,0,9000000,9000000
899,Balewadi,Ankit K Square Balewadi,3,1.05,"[nan, nan]",,,,0,1,0,10500000,10500000
1200,Kesnand,Kesnand,3,0.4251,"[nan, nan]",,,,0,1,0,4251000,4251000
900,Lohegaon,Purple touch,3,0.53,"[nan, nan]",,,,0,0,1,5300000,5300000
256,Lohegaon,SHREE BALAJI HEIGHTS,1,0.11,"[nan, nan]",,,,0,1,0,1100000,1100000
935,Shiraswadi,Mini Mahabalshower,3,0.325,"[nan, nan]",,,,0,0,0,3250000,3250000
430,Chakan,Shreekunj Society,1,0.25,"[nan, nan]",,,,0,1,0,2500000,2500000
915,Aundh,Nirmiti Ragdari Apartment,3,1.85,,,,,0,1,0,18500000,18500000
915,Aundh,Nirmiti Ragdari Apartment,3,1.85,,,,,0,1,0,18500000,18500000
650,Dhankawadi,Manohari apartment,1,0.24,"[nan, nan]",,,,0,1,0,2400000,2400000
1056,Bibwewadi,Chordia World Three Solitaire World,2,2.1,,,,6,0,0,0,21000000,21000000
1337,Bibwewadi,Chordia World Three Solitaire World,3,2.6,,,,6,0,0,0,26000000,26000000
1895,Viman Nagar,Naiknavare Eminence Project 2,4,3.16,,,,,0,0,0,31600000,31600000
2492,Viman Nagar,Naiknavare Eminence Project 2,4,4.16,,,,,0,0,0,41600000,41600000
1100,Gultekdi,Mayur Apartment Vidyasagar society,3,1.35,"[nan, nan]",,,,0,1,0,13500000,13500000
750,Moshi,Mantra Moments,2,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
600,Wakad,Shankar Kalat Nagar,2,0.49,"[nan, nan]",,,,0,0,0,4900000,4900000
512,Alandi,Rajmata Star City,1,0.3,"[nan, nan]",,,,0,1,0,3000000,3000000
1200,Kesnand,Samruddhi Hill ,2,0.27,"[nan, nan]",,,,0,1,0,2700000,2700000
900,Hadapsar,Rahul Eastview II,2,0.52,"[nan, nan]",,,,0,1,0,5200000,5200000
721,Wahangaon,Wahangaon,2,0.39,"[nan, nan]",,,,0,1,0,3900000,3900000
417,Dighi,Vijay Nagar,1,0.27,"[nan, nan]",,,,0,0,0,2700000,2700000
667,Chikhali,Chikhali,2,0.32,"[nan, nan]",,,,0,0,0,3200000,3200000
814,Kharadi,Majestique Towers East,2,0.75,"[nan, nan]",,,,0,1,0,7500000,7500000
650,Pimple Gurav,Agrasen Nagar Society,2,0.31,"[nan, nan]",,,,0,0,0,3100000,3100000
598,Pimpri Chinchwad,Godrej Hill Retreat,2,0.6305,,,,3,0,0,0,6305000,6305000
824,Pimpri Chinchwad,Godrej Hill Retreat,3,0.8596,,,,3,0,0,0,8596000,8596000
417,Chikhali,Vrindavan Appartment Chikhali,1,0.3,"[nan, nan]",,,,0,0,0,3000000,3000000
630,Dhankawadi,Alora palace,1,0.285,"[nan, nan]",,,,0,0,1,2850000,2850000
678,Hadapsar,Navratna Swastik,2,0.5,"[nan, nan]",,,,0,1,0,5000000,5000000
950,Hadapsar,Pratham Apartment ,2,0.45,"[nan, nan]",,,,0,1,0,4500000,4500000
1069,Kolwadi,Green Valley Park,3,0.3499,"[nan, nan]",,,,0,0,0,3499000,3499000
2480,Kharadi,Geras Greens Ville Sky Villas,5,2.4,"[nan, nan]",,,,0,0,0,24000000,24000000
1073,Haveli,Puravankara Purva Silversands,2,0.96,,9 To 14,,6,0,0,0,9600000,9600000
1439,Haveli,Puravankara Purva Silversands,3,1.26,,9 To 14,,6,0,0,0,12600000,12600000
770,Chikhali,misty greens,2,0.4558,"[nan, nan]",,,,0,0,1,4558000,4558000
1290,Baner,Rahul Arcus Bldg B,3,1.3,"[nan, nan]",,,,0,0,1,13000000,13000000
424,Talegaon Dabhade,Zaveri Colony,1,0.23,"[nan, nan]",,,,0,1,0,2300000,2300000
1776,Lavale,Paranjape Forest Trails Highland Tower 9 10 and 11,3,1.4,"[nan, nan]",,,,2.8,1,0,14000000,13720000
480,Yerawada,Shastrinagar,1,0.5,"[nan, nan]",,,,1,0,0,5000000,4900000
711,Tathawade,Vision Ace,2,0.68,"[nan, nan]",,,,0,0,1,6800000,6800000
510,Vishrantwadi,Vishrant Society,1,0.345,"[nan, nan]",,,,0,1,0,3450000,3450000
415,Kondhwa Budruk,Dwarika Nagari,1,0.29,"[nan, nan]",,,,0,0,1,2900000,2900000
1100,Kharadi,Tulaja Bhawani Nagar,3,1.25,"[nan, nan]",,,,0,0,0,12500000,12500000
672,Wadgaon Sheri,Sai Subhash Srushti,2,0.63,"[nan, nan]",,,,0,1,0,6300000,6300000
854,Ambegaon Budruk,Amit Astonia Royale,2,0.69,"[nan, nan]",,,,0,0,1,6900000,6900000
1106,Ambegaon Budruk,Amit Astonia Royale,3,0.86,"[nan, nan]",,,,0,0,1,8600000,8600000
625,Kondhwa Budruk,KUL Utsav,3,0.45,"[nan, nan]",,,,0,1,0,4500000,4500000
530,Rahatani,Legacy Arena 29,1,0.53,"[nan, nan]",,,,0,0,1,5300000,5300000
900,Chinchwad,Sai Grace,3,0.85,"[nan, nan]",,,,0,1,0,8500000,8500000
2000,Mukund Nagar,Mukund Nagar,3,3,"[nan, nan]",,,,6,0,1,30000000,29400000
700,Punawale,Bhalchandra Upvan,3,0.6,"[nan, nan]",,,,0,0,0,6000000,6000000
820,Kondhwa,Sai Developers Dwarkamai Society,2,0.74,"[nan, nan]",,,,0,1,0,7400000,7400000
630,Moshi,Gaikwad Vasti,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
604,Wagholi,Cozy Homes CHS ,1,0.28,"[nan, nan]",,,,0,1,0,2800000,2800000
490,Pimple Gurav,Shivganesh Residency,1,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
850,Dighi,Bhaktisagar Rajveer Galaxy by Bhaktisagar Developers,2,0.58,"[nan, nan]",,,,0,0,0,5800000,5800000
894,Bavdhan,Kolte Patil Stargaze,2,0.9,,,,,1.8,1,0,9000000,8820000
894,Bavdhan,Kolte Patil Stargaze,2,0.9,,,,,1.8,1,0,9000000,8820000
700,Hadapsar,Ram Livogue,2,0.66,"[nan, nan]",,,,0,0,1,6600000,6600000
440,Undri,Vedant Dynamic Imperia Plus B Phase 5B,2,0.4,,,,,0,0,0,4000000,4000000
492,Undri,Vedant Dynamic Imperia Plus B Phase 5B,2,0.46,,,,,0,0,0,4600000,4600000
926,Sinhagad Road,Venkatesh Skydale Phase 1,2,1.28,,,,,0,0,0,12800000,12800000
2621,Sinhagad Road,Venkatesh Skydale Phase 1,5,3.69,,,,,0,0,0,36900000,36900000
700,Pimple Gurav,Kate Puram Phase I,2,0.63,"[nan, nan]",,,,1.2,0,0,6300000,6180000
1350,Gokhalenagar,Nilgiri Heights,3,1.8,"[nan, nan]",,,,0,0,1,18000000,18000000
832,Baner,Mante Luxor,2,0.8,"[nan, nan]",,,,0,0,1,8000000,8000000
1348,Hinjewadi,The Crown Greens Phase 2,3,1.31,"[nan, nan]",,,,0,1,0,13100000,13100000
500,Baramati,Pushpak Apartment,1,0.16,"[nan, nan]",,,,0,0,1,1600000,1600000
1350,Deccan Gymkhana,Labhde Prestige,3,2.85,"[nan, nan]",,,,0,1,0,28500000,28500000
550,Hadapsar,Hadapsar Gaon,1,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
480,Ravet,RK Paradise,1,0.35,"[nan, nan]",,,,0,0,1,3500000,3500000
670,Moshi,Sector No. 11,2,0.58,"[nan, nan]",,,,0,0,1,5800000,5800000
851,Dhanori,Lotus Grace,2,0.62,"[nan, nan]",,,,0,1,0,6200000,6200000
1100,Lulla Nagar,Lulla Nagar,2,1,"[nan, nan]",,,,1,1,0,10000000,9900000
862,Wakad,Vastukalp 9 Avenues,2,0.7,"[nan, nan]",,,,0,1,0,7000000,7000000
1000,Hadapsar,Radhika Garden ,2,0.68,"[nan, nan]",,,,0,0,1,6800000,6800000
1074,Mohammadwadi,Rising Landscapes,2,0.95,"[nan, nan]",,,,0,1,0,9500000,9500000
779,Pimpri Chinchwad,City One Square,2,0.54,,11-Feb,,2,0,0,0,5400000,5400000
904,Pimpri Chinchwad,City One Square,2,0.64,,11-Feb,,2,0,0,0,6400000,6400000
777,Pimpri Chinchwad,Sentosa Pride,2,0.57,,,,,0,0,0,5700000,5700000
1039,Pimpri Chinchwad,Sentosa Pride,3,0.75,,,,,0,0,0,7500000,7500000
2500,Anand Nagar,vitthal sankul vadgaon budruk pune,3,1.75,"[nan, nan]",,,,0,0,0,17500000,17500000
800,Punawale,Saarrthi Stanza,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
550,Pimple Gurav,Vijayraj Heritage,1,0.43,"[nan, nan]",,,,0,1,0,4300000,4300000
1280,Undri,Marvel Marvel Ideal Spacio Phase 01,3,0.985,"[nan, nan]",,,,0,1,0,9850000,9850000
670,Hinjewadi,Sun Residency,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
834,Ambegaon Budruk,Amit Astonia Royale,2,0.66,"[nan, nan]",,,,0,0,1,6600000,6600000
840,Ambegaon Budruk,Amit Bloomfield Apartment,2,0.69,"[nan, nan]",,,,0,0,1,6900000,6900000
735,Wakad,Sanskriti Culture Society,2,0.68,"[nan, nan]",,,,0,0,0,6800000,6800000
350,Dhanori,Om Nandanvan,1,0.23,"[nan, nan]",,,,0,0,1,2300000,2300000
600,Wadgaon Sheri,Somnath Nagar,2,0.65,"[nan, nan]",,,,0,1,0,6500000,6500000
724,Moi,Exotique,2,0.37,"[nan, nan]",,,,0,1,0,3700000,3700000
654,Kondhwa Budruk,Binawat avenue,1,0.46,"[nan, nan]",,,,0,0,0,4600000,4600000
676,Pimpri Chinchwad,The Address,2,0.45,519-520,,,2,0,0,0,4500000,4500000
882,Pimpri Chinchwad,The Address,2.5,0.63,519-520,,,2,0,0,0,6300000,6300000
831,Paud Road,Srushti,2,0.995,,,,7,0,0,0,9950000,9950000
1068,Paud Road,Srushti,3,1.26,,,,7,0,0,0,12600000,12600000
451,Bhukum,Bhukum,1,0.2735,"[nan, nan]",,,,0,1,0,2735000,2735000
523,Mundhwa,Shubh Sky Point Phase I A Wing,1,0.46,"[nan, nan]",,,,0,1,0,4600000,4600000
800,Ravet,64 Meridien,2,0.58,"[nan, nan]",,,,0,1,0,5800000,5800000
675,Wakad,Swami Vivekanand Nagar,2,0.6,"[nan, nan]",,,,0,0,1,6000000,6000000
500,Ravet,Sai Nature Park,1,0.4,"[nan, nan]",,,,0,0,1,4000000,4000000
450,Vadhu Budruk,Avani Nilay,1,0.155,"[nan, nan]",,,,0,0,0,1550000,1550000
710,Pimple Saudagar,Apple Galaxy,2,0.6697,"[nan, nan]",,,,0,1,0,6697000,6697000
1800,Karve Nagar,Madhusanchay Society,4,3.2,"[nan, nan]",,,,2.8,1,0,32000000,31720000
1430,Kharadi,Geras Song Of Joy,3,1.68,"[nan, nan]",,,,1,0,1,16800000,16700000
431,Talegaon Dabhade,Naiknavare Neelaya Project 2,1,0.23,"[nan, nan]",,,,0,1,0,2300000,2300000
738,Wagholi,F5 Silver Crest,2,0.45,"[nan, nan]",,,,0,0,1,4500000,4500000
1858,Aundh,VB Aundh Renaissance,4,2.94,"[nan, nan]",,,,0,1,0,29400000,29400000
457,Fursungi,Majestique Nest Building D,1,0.259,"[nan, nan]",,,,0,1,0,2590000,2590000
1300,Wagholi,3 BHK SALE IN PUNE,3,1.25,"[nan, nan]",,,,0,0,1,12500000,12500000
806,Punawale,Dattwadi,2,0.5296,"[nan, nan]",,,,0,1,0,5296000,5296000
462,Bhugaon,Paranjape Forest Trails,1,0.35,"[nan, nan]",,,,0,0,0,3500000,3500000
658,Kharadi,Vilas Yashwin Orizzonte Phase 1,2,0.7703,,,,2,0,0,0,7703000,7703000
864,Kharadi,Vilas Yashwin Orizzonte Phase 1,3,0.996,,,,2,0,0,0,9960000,9960000
670,Undri,Nirman Brookefield Willows A2,2,0.4576,,,,,0,0,0,4576000,4576000
932,Undri,Nirman Brookefield Willows A2,3,0.6273,,,,,0,0,0,6273000,6273000
749,Wakad,Shankar Kalat Nagar,2,0.6441,"[nan, nan]",,,,0,1,0,6441000,6441000
691,Ravet,Star Vista,2,0.49,"[nan, nan]",,,,0,1,0,4900000,4900000
452,Hinjewadi,Nere dattawdi,1,0.2457,"[nan, nan]",,,,0,0,1,2457000,2457000
624,Mundhwa,Excellaa Tremont,2,0.51,"[nan, nan]",,,,0,1,0,5100000,5100000
2190,Wakad,Pride Purple Park Titanium,4,2.8,"[nan, nan]",,,,0,1,0,28000000,28000000
1256,Bavdhan,24k Stargaze,3,1.29,"[nan, nan]",,,,0,0,1,12900000,12900000
1780,Talegaon Dabhade,Cassita Hills ,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
1750,Bavdhan,Kolte Patil 24 K Stargaze,4,1.65,"[nan, nan]",,,,0,1,0,16500000,16500000
1300,Wakad,Mahavir Bhakti Genesis,3,0.93,"[nan, nan]",,,,1.8,1,0,9300000,9120000
1600,Mohammadwadi,Bramha Corp Emerald County,3,1.55,"[nan, nan]",,,,1.6,0,1,15500000,15340000
520,Narhe,Balaji Residency A Wing,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
1464,Aundh,Wireless Colony,3,2.75,"[nan, nan]",,,,0,1,0,27500000,27500000
734,Vikas Nagar,Vision Aristo,2,0.5419,"[nan, nan]",,,,0,1,0,5419000,5419000
1000,Mahalunge,Township Codename Blue Waters,3,0.8825,"[nan, nan]",,,,0,1,0,8825000,8825000
802,Vishrantwadi,Shriram La Tierra,2,0.79,"[nan, nan]",,,,1.6,1,0,7900000,7740000
1120,Ambegaon,Astonia Royale,3,0.92,"[nan, nan]",,,,0,0,0,9200000,9200000
835,Bhugaon,Songbirds,3,0.72,"[nan, nan]",,,,0,1,0,7200000,7200000
672,Wanowrie,Makwana Ishanand,2,0.8803,,42/3,,2,0,0,0,8803000,8803000
2489,Wanowrie,Makwana Ishanand,3,3.14,,42/3,,2,0,0,0,31400000,31400000
951,Kalyani Nagar,Sagitarius Bluegrass Residences Tower II,2,1.87,,,,,0,0,0,18700000,18700000
2212,Kalyani Nagar,Sagitarius Bluegrass Residences Tower II,4,4.35,,,,,0,0,0,43500000,43500000
2106,Kharadi,Panchshil Realty Towers,3,2.6,"[nan, nan]",,,,2.6,0,1,26000000,25740000
471,Manjari Budruk,Godrej Rivergreens,1,0.41,"[nan, nan]",,,,0,1,0,4100000,4100000
900,Shivaji Nagar,Model Colony,2,0.95,"[nan, nan]",,,,0,1,0,9500000,9500000
470,Mahalunge,Godrej Hillside 1,1,0.44,"[nan, nan]",,,,0,1,0,4400000,4400000
768,Undri,VTP Urban Nest Phase 1,2,0.62,"[nan, nan]",,,,0,0,1,6200000,6200000
550,Sangamvadi,Atur Park,1,0.75,"[nan, nan]",,,,1.4,1,0,7500000,7360000
1260,Ambegaon Budruk,Amit Bloomfield Apartment,3,1.05,"[nan, nan]",,,,0,1,0,10500000,10500000
835,Kothrud,Near ideal colony ground kothrud pune ,2,1.5,"[nan, nan]",,,,3,1,0,15000000,14700000
721,Punawale,Dattwadi,2,0.56,"[nan, nan]",,,,0,1,0,5600000,5600000
783,Maan,Shapoorji Pallonji Sensorium,2,0.69,"[nan, nan]",,,,0,0,0,6900000,6900000
758,Punawale,Snehmangal Infinity Cube,2,0.48,"[nan, nan]",,,,0,0,1,4800000,4800000
1700,Kharadi,Panchshil Panchshil Township,3,2.1,"[nan, nan]",,,,2.1,1,0,21000000,20790000
602,Moshi,Gulmohar moshi,2,0.345,"[nan, nan]",,,,0,1,0,3450000,3450000
710,Ravet,OM Tropica Phase II,2,0.65,"[nan, nan]",,,,1.3,1,0,6500000,6370000
730,Mohammadwadi,Mohammadwadi,2,0.415,"[nan, nan]",,,,0,1,0,4150000,4150000
455,Kanhe,Bharucha Collina,1,0.2381,"[nan, nan]",,,,0,1,0,2381000,2381000
693,Hinjewadi,Kohinoor Sportsville,2,0.559,"[nan, nan]",,,,0,0,1,5590000,5590000
364,Pimpri Chinchwad,Shriaunsh One Shriaunsh,1,0.3421,,96/2/1,,,0,0,0,3421000,3421000
668,Pimpri Chinchwad,Shriaunsh One Shriaunsh,2,0.61,,96/2/1,,,0,0,0,6100000,6100000
602,Keshav Nagar,Godrej Rejuve,2,0.65,,9 To 14,,5,0,0,0,6500000,6500000
886,Keshav Nagar,Godrej Rejuve,3,0.8624,,9 To 14,,5,0,0,0,8624000,8624000
854,Tathawade,Keystone Altura,2,0.8426,"[nan, nan]",,,,0,1,0,8426000,8426000
1321,Tathawade,Keystone Altura,3,1.14,"[nan, nan]",,,,0,1,0,11400000,11400000
1800,Bhosari,Indrayani nagar,4,1.6,"[nan, nan]",,,,1.6,0,1,16000000,15840000
682,Wagholi,Rohan Abhilasha,2,0.49,"[nan, nan]",,,,0,0,0,4900000,4900000
800,Lohegaon,Pride Aashiyana,2,0.8,"[nan, nan]",,,,1.5,1,0,8000000,7850000
532,Kondhwa,Bramha Corp Avenue,1,0.45,"[nan, nan]",,,,0,1,0,4500000,4500000
710,Punawale,Bharat The Province Phase I,2,0.501,"[nan, nan]",,,,0,1,0,5010000,5010000
805,Mundhwa,Nyati Evolve I,2,0.93,"[nan, nan]",,,,0,0,1,9300000,9300000
550,Undri,Atur Nagar,2,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
6800,Baner,Amar Landmark,8,15,"[nan, nan]",,,,15,1,0,150000000,148500000
600,Kothrud,Ideal Colony,2,1,"[nan, nan]",,,,2,0,0,10000000,9800000
716,Punawale,Malpani Cereza,2,0.47,"[nan, nan]",,,,0,1,0,4700000,4700000
480,Wagholi,Bhandari BA Iris,1,0.3191,"[nan, nan]",,,,0,0,1,3191000,3191000
798,Wagholi,Rohan Abhilasha Wing A,2,0.45,"[nan, nan]",,,,0,0,0,4500000,4500000
434,Bhukum,Bhukum,1,0.2643,"[nan, nan]",,,,0,1,0,2643000,2643000
476,Manjari,Joyville Hadapsar Annexe Phase 4,1,0.375,,,,,0,0,0,3750000,3750000
820,Manjari,Joyville Hadapsar Annexe Phase 4,3,0.823,,,,,0,0,0,8230000,8230000
438,Dhayri,Yogville Phase I,2,0.363,,26,,3,0,0,0,3630000,3630000
695,Dhayri,Yogville Phase I,5,0.5654,,26,,3,0,0,0,5654000,5654000
1011,Bavdhan,Bavdhan,3,0.78,"[nan, nan]",,,,0,0,0,7800000,7800000
1150,Alandi,Sun city road vadgaon ,3,1.1,"[nan, nan]",,,,2,1,0,11000000,10800000
2700,Range Hill Estate,ABIL Castel Royale Grande,3,4.2,"[nan, nan]",,,,0,1,0,42000000,42000000
2100,Range Hill Estate,ABIL Castle Royale Grande,3,4.74,"[nan, nan]",,,,0,1,0,47400000,47400000
717,Tathawade,Tathawade,2,0.53,"[nan, nan]",,,,0,1,0,5300000,5300000
450,Hinjewadi,xerbia housing society,2,0.27,"[nan, nan]",,,,0,0,0,2700000,2700000
1030,Balewadi,Naiknavare Avon Vista Project 3,3,1.15,"[nan, nan]",,,,0,0,1,11500000,11500000
630,Wakad,M S Plaza,2,0.6,"[nan, nan]",,,,0,1,0,6000000,6000000
490,Hadapsar,Prithvi Proximus,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
480,Wagholi,Shubham Residency,1,0.285,"[nan, nan]",,,,0,0,0,2850000,2850000
710,Kondhwa Budruk,Kolte Patil Three Jweles,2,0.57,"[nan, nan]",,,,0,1,0,5700000,5700000
520,Bhugaon,The Riverside,1,0.339,"[nan, nan]",,,,0,0,1,3390000,3390000
500,Wagholi,Vascon Citron A To E,1,0.32,"[nan, nan]",,,,0,1,0,3200000,3200000
496,Ravet,Sadguru Empire,1,0.36,"[nan, nan]",,,,0,1,0,3600000,3600000
672,Paud Road,Badhekar Pushkar,1,0.8877,94,,,2,0,0,0,8877000,8877000
1467,Paud Road,Badhekar Pushkar,3,1.87,94,,,2,0,0,0,18700000,18700000
1114,Kharadi,Goel Ganga Serio,2,0.8999,,,,,0,0,0,8999000,8999000
2636,Kharadi,Goel Ganga Serio,3,2.08,,,,,0,0,0,20800000,20800000
1420,Aundh,Rachana Aundh Lease,3,1.85,"[nan, nan]",,,,0,1,0,18500000,18500000
1050,Mundhwa,Nyati Evolve I,2,0.83,"[nan, nan]",,,,0,0,1,8300000,8300000
640,Lohegaon,Gini Bellina,2,0.43,"[nan, nan]",,,,0,0,1,4300000,4300000
732,Tathawade,Newton Homes,2,0.6,"[nan, nan]",,,,0,0,1,6000000,6000000
753,Thergaon,Thergav,2,0.66,"[nan, nan]",,,,0,1,0,6600000,6600000
714,Hinjewadi,GK Developer Atlanta,2,0.85,"[nan, nan]",,,,1.6,0,1,8500000,8340000
750,Hinjewadi,Paranjape Trident Towers,2,0.64,"[nan, nan]",,,,0,1,0,6400000,6400000
712,Wakad,Ganga Asmi,2,0.62,"[nan, nan]",,,,0,1,0,6200000,6200000
453,Wagholi,PS Splendour County Wagholi,1,0.3,"[nan, nan]",,,,0,0,1,3000000,3000000
852,Punawale,Goyal My Home Punawale,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
800,Hinjewadi,Goel Ganga Ganga Cypress,2,0.59,"[nan, nan]",,,,0,1,0,5900000,5900000
800,Dhanori,10Virdawan ,2,0.72,"[nan, nan]",,,,1.4,1,0,7200000,7060000
777,Hinjewadi,32 Pinewood Drive,2,0.55,"[nan, nan]",,,,0,1,0,5500000,5500000
430,Wanwadi,Wanwadi,1,0.37,"[nan, nan]",,,,0,0,0,3700000,3700000
909,Pimple Saudagar,Life style Recidency,2,0.68,"[nan, nan]",,,,0,0,1,6800000,6800000
755,Pimpri Chinchwad,Urban Skyline Phase II,3,0.7283,,,,3,0,0,0,7283000,7283000
2220,Pimpri Chinchwad,Urban Skyline Phase II,6,2.09,,,,3,0,0,0,20900000,20900000
620,Pimpri Chinchwad,Aum Sanskruti Housing Casa Imperia Ph 2,2,0.5397,,59/1/1,,3,0,0,0,5397000,5397000
1002,Pimpri Chinchwad,Aum Sanskruti Housing Casa Imperia Ph 2,3,0.8492,,59/1/1,,3,0,0,0,8492000,8492000
750,Pimple Saudagar,Bhojwani HI Face,2,0.72,"[nan, nan]",,,,1.4,0,1,7200000,7060000
1200,Pimple Saudagar,5 Star Royal Imperio,3,1.15,"[nan, nan]",,,,2.3,1,0,11500000,11270000
763,Hinjewadi,Wakadkar Green Life,2,0.63,"[nan, nan]",,,,0,1,0,6300000,6300000
